Reference Number,Property Name,NHL Designated Date,Restricted Address,Category of Property,State,County,City ,Street & Number,External Link,Federal Agencies,Other Names,Park Name
66000198,Arkansas Post National Memorial,10/9/1960,0,DISTRICT,ARKANSAS,Arkansas,Gillett,8 mi. SE of Gillett on AR 1 and 169,, NATIONAL PARK SERVICE,,Arkansas Post
01000072,"Bates, Daisy, House",1/3/2001,0,BUILDING,ARKANSAS,Pulaski,Little Rock,1207 West 28th St.,,,,
74000275,Bathhouse Row,5/28/1987,0,DISTRICT,ARKANSAS,Garland,Hot Springs,"Central Ave. between Reserve and Fountain Sts., in Hot Springs National Park",, NATIONAL PARK SERVICE,,Hot Springs
03001044,Centennial Baptist Church,7/31/2003,0,BUILDING,ARKANSAS,Phillips,Helena,York and Columbia Streets,,,,
72000203,Confederate State Capitol,4/19/1994,0,BUILDING,ARKANSAS,Hempstead,Washington,Main St.,,, The Hempstead County Courthouse,
91001048,Eaker Site,6/11/1996,1,SITE,ARKANSAS,Mississippi,Blytheville,Address Restricted,, AIR FORCE, 3MS105,
94001182,Elkins' Ferry,4/19/1994,0,SITE,ARKANSAS,Nevada,Prescott,"Both banks of the Little Missouri R., about 10 mi. N of Prescott",,, Battle of Elkins' Ferry,
94001183,Fort Lookout,4/19/1994,0,SITE,ARKANSAS,Ouachita,Camden,"S bank of the Ouachita R., about 1.0 mi. W of US 79",,, Redoubt A;OU0032;Camden Expedition Sites,
66000202,Fort Smith National Historic Site,12/19/1960,0,DISTRICT,ARKANSAS,Sebastian,Fort Smith,301 Parker Ave.,, NATIONAL PARK SERVICE, Fort Smith National Historic Landmark,Fort Smith
94001184,Fort Southerland,4/19/1994,0,SITE,ARKANSAS,Ouachita,Camden,"Roughly bounded by: Lear Ave., Bradley Ferry Rd., and Progress St.",,, Redoubt E;OU0049;Camden Expedition Sites,
70000120,Jenkins' Ferry Battleground,4/19/1994,0,SITE,ARKANSAS,Grant,Leola,NE of Leola on AR 46,,, Battle of Jenkins' Ferry;GR0016,
77000268,Little Rock Central High School,5/20/1982,0,BUILDING,ARKANSAS,Pulaski,Little Rock,14th and Park Sts.,,, Little Rock High School,
72000206,Louisiana Purchase Survey Marker,4/19/1993,0,SITE,ARKANSAS,Lee,Blackton,SE of Blackton at corner of Monroe and Phillips counties,,, Beginning Point of the Louisiana Purchase Survey;Louisiana P,
70000119,Marks' Mills Battlefield Park,4/19/1994,0,SITE,ARKANSAS,Cleveland,Fordyce,Jct. of AR 8 and AR 97,,, CV0001,
85003542,Menard-Hodges Mounds (3AR4),4/11/1989,1,SITE,ARKANSAS,Arkansas,Nady,Address Restricted,,, 3AR4,
66000201,Nodena Site,7/19/1964,1,SITE,ARKANSAS,Mississippi,Wilson,Address Restricted,,, Upper Nodena;Middle Nodena,
69000037,Old State House,12/9/1997,0,BUILDING,ARKANSAS,Pulaski,Little Rock,300 W. Markham St.,,,,
66000200,Parkin Indian Mound,7/19/1964,1,SITE,ARKANSAS,Cross,Parkin,Address Restricted,,, Stanley Mound Group 3CS29,
69000036,Poison Spring State Park,4/19/1994,0,SITE,ARKANSAS,Ouachita,Chidester,NW of Camden,,, Battle of the Poison Spring,
74000481,Prairie De Ann Battlefield,4/19/1994,0,SITE,ARKANSAS,Nevada,Prescott,N and S of Hwy. 24 and SW of Prescott,,, NE0037,
75000411,"Robinson, Joseph Taylor, House",10/12/1994,0,BUILDING,ARKANSAS,Pulaski,Little Rock,2122 Broadway,,, Foster-Robinson House;See Also:Governor's Mansion Historic D,
92001882,Rohwer Relocation Center Memorial Cemetery,7/6/1992,0,DISTRICT,ARKANSAS,Desha,Rohwer,AR 1,,, Nisei Camp Cemetery;See Also:Rohwer Relocation Center,
73000382,Toltec Mounds,6/16/1978,1,SITE,ARKANSAS,Lonoke,Scott,Address Restricted,,, Knapp Mounds;Toltec Mounds Site,
70000127,U.S. Arsenal Building,4/19/1995,0,BUILDING,ARKANSAS,Pulaski,Little Rock,"MacArthur Park, 9th and Commerce Sts.",,, See Also:MacArthur Park Historic District,
89001429,USS HOGA YT-146 (formerly CITY OF OAKLAND),6/30/1989,0,STRUCTURE,ARKANSAS,Pulaski,North Little Rock (formerly Oakland),120 River Park Drive,, DEPARTMENT OF THE NAVY, HOGA (YT-146); CITY OF OAKLAND,
14000782,"""Big Four"" House",7/7/1961,0,BUILDING,CALIFORNIA,Sacramento,Sacramento,220-226 K St.,https://catalog.archives.gov/id/123857994,,,
66000204,"Abbey, The-Joaquin Miller House",12/29/1962,0,BUILDING,CALIFORNIA,Alameda,Oakland,Joaquin Miller Rd. and Sanborn Dr.,https://catalog.archives.gov/id/123857885,, Joaquin Miller Home,
77000149,Ahwahnee Hotel,5/28/1987,0,BUILDING,CALIFORNIA,Mariposa,Yosemite National Park,Yosemite Valley,https://catalog.archives.gov/id/123859726, NATIONAL PARK SERVICE,,Yosemite
76000209,Alcatraz,1/17/1986,0,DISTRICT,CALIFORNIA,San Francisco,San Francisco,"Alcatraz Island, San Francisco Bay",https://catalog.archives.gov/id/123861025, NATIONAL PARK SERVICE," Alcatraz Island National Historic Landmark;Pacific Branch, U",Golden Gate
75000179,ALMA (Scow Schooner),6/7/1988,0,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,2905 Hyde St. (Hyde St. Pier),https://catalog.archives.gov/id/123861027, NATIONAL PARK SERVICE,,Golden Gate
71000164,"Angel Island, U.S. Immigration Station",12/9/1997,0,DISTRICT,CALIFORNIA,Marin,Tiburon,SE of Tiburon in San Francisco Bay,https://catalog.archives.gov/id/123859654,,,
92001875,Angelus Temple,4/27/1992,0,BUILDING,CALIFORNIA,Los Angeles,Los Angeles,1100 Glendale Blvd.,https://catalog.archives.gov/id/123857916,,,
70000140,Anza House,4/15/1970,0,BUILDING,CALIFORNIA,San Benito,San Juan Bautista,3rd and Franklin Sts.,https://catalog.archives.gov/id/123858008,,,
84001183,Aquatic Park Historic District,5/28/1987,0,DISTRICT,CALIFORNIA,San Francisco,San Francisco,"Bounded by Van Ness Ave., Hyde and Polk Sts.",https://catalog.archives.gov/id/123858050, NATIONAL PARK SERVICE, Aquatic Park,Golden Gate
87000823,Asilomar Conference Grounds,2/27/1987,0,DISTRICT,CALIFORNIA,Monterey,Pacific Grove,Asilomar Blvd.,https://catalog.archives.gov/id/123857970,,,
77000331,Balboa Park,12/22/1977,0,DISTRICT,CALIFORNIA,San Diego,San Diego,CA Quadrangle 41,https://catalog.archives.gov/id/123858016,,,
76000178,BALCLUTHA,2/4/1985,0,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,Pier 41 East,https://catalog.archives.gov/id/123861041, NATIONAL PARK SERVICE, STAR OF ALASKA;PACIFIC QUEEN;Sailing Ship BALCLUTHA,Golden Gate
93000269,Baldwin Hills Village,1/30/2001,0,DISTRICT,CALIFORNIA,Los Angeles,Loa Angeles,5300 Village Green,https://catalog.archives.gov/id/123857918,, The Village Green,
66000227,"Bancroft, Hubert H., Ranchhouse",12/29/1962,0,BUILDING,CALIFORNIA,San Diego,Spring Valley,Bancroft Dr. off CA 94,https://catalog.archives.gov/id/123858018,,,
78000754,Bank of Italy,6/16/1978,0,BUILDING,CALIFORNIA,San Francisco,San Francisco,552 Montgomery St.,https://catalog.archives.gov/id/123858054,, Clay-Montgomery Building,
71000143,"Barnsdall, Aline, Complex",3/29/2007,0,building,CALIFORNIA,Los Angeles,Los Angeles,4800 Hollywood Blvd.,https://catalog.archives.gov/id/123858945,," Barnsdall,Aline House, Olive Hill; Barnsdall Park",
90002220,BERKELEY,12/14/1990,0,STRUCTURE,CALIFORNIA,San Diego,San Diego,B St. Pier,https://catalog.archives.gov/id/123858020,, Ferry BERKELEY,
66000213,Bodie Historic District,7/4/1961,0,DISTRICT,CALIFORNIA,Mono,Bridgeport,"7 mi. S of Bridgeport on U.S. 395, then 12 mi. E on secondary rd.",,,,
91001424,Borax Lake-Hodges Archeological Site,9/20/2006,1,SITE,CALIFORNIA,Lake,Clearlake,Address Restricted,,, CA-LAK-36;Borax Lake Site,
71000144,Bradbury Building,5/5/1977,0,BUILDING,CALIFORNIA,Los Angeles,Los Angeles,304 S. Broadway,https://catalog.archives.gov/id/123858975,,,
66000241,"Burbank, Luther, House and Garden",6/19/1964,0,BUILDING,CALIFORNIA,Sonoma,Santa Rosa,200 Santa Rosa Ave.,https://catalog.archives.gov/id/123862044,,,
66000229,C.A. THAYER,11/13/1966,0,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,San Francisco Maritime State Historic Park,https://catalog.archives.gov/id/123861065, NATIONAL PARK SERVICE, C.A. THAYER (Lumber Schooner),Golden Gate
15000279,California Powder Works Bridge,2/27/2015,0,STRUCTURE,CALIFORNIA,Santa Cruz,Santa Cruz,"Spanning San Lorenzo River at Keystone Way, Paradise Park",,,,
66000214,Carmel Mission,10/9/1960,0,BUILDING,CALIFORNIA,Monterey,Carmel,Rio Rd.,https://catalog.archives.gov/id/123857972,, Mission San Carlos de Borromeo del Rio Carmelo,
01000509,Carrizo Plain Rock Art Discontiguous District,3/2/2012,1,DISTRICT,CALIFORNIA,San Luis Obispo,California Valley,Address Restricted,, BUREAU OF LAND MANAGEMENT,,
70000141,"Castro, Jose, House",4/15/1970,0,BUILDING,CALIFORNIA,San Benito,San Juan Bautista,S side of the Plaza,https://catalog.archives.gov/id/123858010,,,
100000802,Chicano Park,12/23/2016,0,site,CALIFORNIA,San Diego,San Diego,"Near National Ave., Logan Ave., and Dewey St.",,,,
66000207,Coloma,7/4/1961,0,DISTRICT,CALIFORNIA,El Dorado,Placerville,7 mi. NW of Placerville on CA 49,https://catalog.archives.gov/id/123857899,, Coloma (Gold Discovery Site),
66000242,Columbia Historic District,7/4/1961,0,DISTRICT,CALIFORNIA,Tuolumne,Sonora,4 mi. NW of Sonora on CA 49,https://catalog.archives.gov/id/123858125,,,
99001178,Coso Rock Art District,7/7/2001,1,DISTRICT,CALIFORNIA,Inyo,China Lake,Address Restricted,, DEPARTMENT OF THE NAVY, Coso Rock District NHL; Big and Little Petroglyph Canyons National Historic Landmark,
66000209,Coso Rock District,7/19/1964,1,SITE,CALIFORNIA,Inyo,China Lake,Address Restricted,, DEPARTMENT OF THE NAVY, Big and Little Petroglyphy Canyons; Coso Rock Art District,
66000218,Donner Camp,1/20/1961,0,SITE,CALIFORNIA,Nevada,Truckee,2.6 mi. W of Truckee on U.S. 40,https://catalog.archives.gov/id/123857984,, Donner Camp Sites;Donner Memorial State Park,
12001006,Drakes Bay Historic and Archeological District,10/16/2012,1,DISTRICT,CALIFORNIA,Marin,Point Reyes Station,Address Restricted,,,,
06000978,Eames House,9/20/2006,0,BUILDING,CALIFORNIA,Los Angeles,Pacific Palisades,203 N Chautauqua Blvd.,https://catalog.archives.gov/id/123857922,, Case Study House #8,
93001609,Elmshaven,11/4/1993,0,DISTRICT,CALIFORNIA,Napa,St. Helena,125 Glass Mountain Ln.,https://catalog.archives.gov/id/123857982,, Ellen White House;Robert Pratt Place,
70000143,Estudillo House,4/15/1970,0,BUILDING,CALIFORNIA,San Diego,San Diego,4000 Mason St.,https://catalog.archives.gov/id/123858022,,,
73000229,EUREKA,2/4/1985,0,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,"San Francisco Maritime State Historic Park, 2905 Hyde St.",https://catalog.archives.gov/id/123861095, NATIONAL PARK SERVICE, UKIAH;Ferryboat EUREKA,Golden Gate
77000283,"First Church of Christ, Scientist",12/22/1977,0,BUILDING,CALIFORNIA,Alameda,Berkeley,2619 Dwight Way,https://catalog.archives.gov/id/123857877,, Christian Science Church,
66000938,First Pacific Coast Salmon Cannery Site,4/6/1964,0,SITE,CALIFORNIA,Yolo,Broderick,"On the Sacramento River, opposite the foot of K St.",,,,
66000230,"Flood, James C., Mansion",11/13/1966,0,BUILDING,CALIFORNIA,San Francisco,San Francisco,California and Mason Sts.,https://catalog.archives.gov/id/123858060,, Pacific Union Club,
73000426,Folsom Powerhouse,5/29/1981,0,BUILDING,CALIFORNIA,Sacramento,Folsom,Off Folsom Blvd. in Folsom Lake State Recreation Area,https://catalog.archives.gov/id/123860590, BUREAU OF RECLAMATION,,
66000239,Fort Ross,11/5/1961,0,BUILDING,CALIFORNIA,Sonoma,Fort Ross,N of Fort Ross on CA 1,https://catalog.archives.gov/id/123858117,,,
70000150,Fort Ross Commander's House,4/15/1970,0,BUILDING,CALIFORNIA,Sonoma,Fort Ross,"N of Fort Ross on CA 1, Fort Ross State Historical Monument",https://catalog.archives.gov/id/123858115,,,
01001050,Fresno Sanitary Landfill,8/7/2001,0,SITE,CALIFORNIA,Fresno,Fresno,West and Jensen Aves.,https://catalog.archives.gov/id/123857901,,,
71000155,Gamble House,12/22/1977,0,BUILDING,CALIFORNIA,Los Angeles,Pasadena,4 Westmoreland Pl.,https://catalog.archives.gov/id/123859131,, David Berry Gamble House;The Gamble House;Greene and Greene,
70000149,"Gonzalez, Rafael, House",4/15/1970,0,BUILDING,CALIFORNIA,Santa Barbara,Santa Barbara,835 Laguna St.,https://catalog.archives.gov/id/123858086,,,
66000208,Gunther Island Site 67,7/19/1964,1,SITE,CALIFORNIA,Humboldt,Eureka,Address Restricted,,, 4-Hum-67;Tolowot;CA-Hum-67;Dulawo't,
86000103,Hale Solar Laboratory,12/20/1989,0,BUILDING,CALIFORNIA,Los Angeles,Pasadena,740 Holladay Rd.,https://catalog.archives.gov/id/123857926,, Hale Laboratory,
78000780,Hanna-Honeycomb House,6/29/1989,0,BUILDING,CALIFORNIA,Santa Clara,Palo Alto,737 Frenchman's Rd.,https://catalog.archives.gov/id/123861693,, Paul R. Hanna House,
77000325,Harada House,12/14/1990,0,BUILDING,CALIFORNIA,Riverside,Riverside,3356 Lemon St.,https://catalog.archives.gov/id/123860476,,,
72000253,Hearst San Simeon Estate,5/11/1976,0,BUILDING,CALIFORNIA,San Luis Obispo,San Simeon,3 mi. NE of San Simeon,https://catalog.archives.gov/id/123861464,, Hearst San Simeon State Historical Monument;La Cuesta Encant,
75000225,HERCULES (tugboat),1/17/1986,0,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,"Maritime Unit, Hyde St. Pier, National Maritime Museum",https://catalog.archives.gov/id/123861157, NATIONAL PARK SERVICE, Tugboat HERCULES;HERCULES (tugboat) National Historic Landma,Golden Gate
78000786,"Hoover, Lou Henry, House",2/4/1985,0,BUILDING,CALIFORNIA,Santa Clara,Stanford,623 Mirada Rd.,https://catalog.archives.gov/id/123861705,, Hoover House,
71000181,Hotel Del Coronado,5/5/1977,0,BUILDING,CALIFORNIA,San Diego,Coronado,1500 Orange Ave.,https://catalog.archives.gov/id/123860886,,,
76000494,"Hubble, Edwin, House",12/8/1976,0,BUILDING,CALIFORNIA,Los Angeles,San Marino,1340 Woodstock Rd.,https://catalog.archives.gov/id/123857928,, Edwin Powell Hubble House,
66000083,John Muir National Historic Site,12/29/1962,0,BUILDING,CALIFORNIA,Contra Costa,Martinez,4202 Alhambra Ave.,https://catalog.archives.gov/id/123858540, NATIONAL PARK SERVICE,,John Muir
12001014,Knight's Ferry Bridge,10/16/2012,0,STRUCTURE,CALIFORNIA,Stanislaus,Knight's Ferry,"Spanning Stanislaus River at bypassed section of Sonora Rd., approx. .75 mile north of CA 108/120",,,,
70000147,La Purisima Mission,4/15/1970,0,BUILDING,CALIFORNIA,Santa Barbara,Lompoc,"4 mi. E of Lompoc, near jct. of CA 1 and 150",,,,
66000205,Lake Merritt Wild Duck Refuge,5/23/1963,0,SITE,CALIFORNIA,Alameda,Oakland,"Lakeside Park, Grand Ave.",https://catalog.archives.gov/id/123857881,,,
90002222,LANE VICTORY,12/14/1990,0,STRUCTURE,CALIFORNIA,Los Angeles,San Pedro,"Berth 4, Port of San Pedro",https://catalog.archives.gov/id/123857930,,,
66000215,Larkin House,12/19/1960,0,BUILDING,CALIFORNIA,Monterey,Monterey,464 Calle Principale,https://catalog.archives.gov/id/123857974,,,
68000021,Las Flores Adobe,11/24/1968,0,BUILDING,CALIFORNIA,San Diego,Camp Pendleton,"Stuart Mesa Rd., about 7 mi. N of jct. with Vandergrift Blvd.",https://catalog.archives.gov/id/123860904,,,
77000148,LeConte Memorial Lodge,5/28/1987,0,BUILDING,CALIFORNIA,Mariposa,Curry Village,"Yosemite Valley, Yosemite National Park",https://catalog.archives.gov/id/123859754, NATIONAL PARK SERVICE,,Yosemite
89002462,"Lightship WAL-605, RELIEF",12/20/1989,0,STRUCTURE,CALIFORNIA,Alameda,Oakland,Oakland Estuary in Brroklyn Basin,https://catalog.archives.gov/id/75611912,, OVERFALLS;BLUNTS;WLV-605,
86001479,Little Tokyo Historic District,6/12/1995,0,DISTRICT,CALIFORNIA,Los Angeles,Los Angeles,301--369 First and 106--120 San Pedro Sts.,https://catalog.archives.gov/id/123857932,,,
71000174,Locke Historic District,12/14/1990,0,DISTRICT,CALIFORNIA,Sacramento,Locke,"Bounded on the W by the Sacramento River, on the N by Locke Rd., on the E by Alley St., and on the S by Levee St.",https://catalog.archives.gov/id/123860628,,,
66000240,"London, Jack, Ranch",12/29/1962,0,BUILDING,CALIFORNIA,Sonoma,Glen Ellen,0.4 mi. W of Glen Ellen in Jack London Historical State Park,https://catalog.archives.gov/id/123858119,, Jack London Home and Ranch,
87000764,Looff Carousel and Roller Coaster on the Santa Cruz Beach Boardwalk,2/27/1987,0,STRUCTURE,CALIFORNIA,Santa Cruz,Santa Cruz,Along Beach St.,https://catalog.archives.gov/id/123858107,, The Big Dipper,
70000148,Los Alamos Ranch House,4/15/1970,0,BUILDING,CALIFORNIA,Santa Barbara,Los Alamos,3 mi. W of Los Alamos on old U.S. 101,https://catalog.archives.gov/id/123858088,, Rancho Los Alamos (de la Guerra);Los Alamos Rancho,
84003866,Los Angeles Memorial Coliseum,7/27/1984,0,STRUCTURE,CALIFORNIA,Los Angeles,Los Angeles,3911 S. Figueroa St.,https://catalog.archives.gov/id/123857934,, Olympic Stadium (1932),
70000135,Los Cerritos Ranch House,4/15/1970,0,BUILDING,CALIFORNIA,Los Angeles,Long Beach,4600 Virginia Rd.,https://catalog.archives.gov/id/123857936,, Rancho Los Cerritos,
66000238,Lower Klamath National Wildlife Refuge,1/12/1965,0,SITE,CALIFORNIA,Siskiyou,Dorris,"Lower Klamath Lake, E of Dorris",https://catalog.archives.gov/id/123858109,,,
76000484,"Manzanar War Relocation Center, National Historic Site",2/4/1985,0,SITE,CALIFORNIA,Inyo,Independence,6 mi. S of Independence on CA 395,https://catalog.archives.gov/id/123858834, NATIONAL PARK SERVICE, Manzanar Internment Camp;Manzanar Concentration Camp,
75002103,Mare Island Naval Shipyard,5/15/1975,0,DISTRICT,CALIFORNIA,Solano,Vallejo,Mare Island,https://catalog.archives.gov/id/123858111, DEPARTMENT OF DEFENSE,,
91002055,Marin County Civic Center,7/17/1991,0,BUILDING,CALIFORNIA,Marin,San Rafael,Jct. of N. San Pedro Rd. and Civic Center Dr.,https://catalog.archives.gov/id/123857954, U.S. POSTAL SERVICE,,
97001262,Mendocino Woodlands Recreational Demonstration Area,9/25/1997,0,DISTRICT,CALIFORNIA,Mendocino,Mendocino,11301 Little Lake Road,https://catalog.archives.gov/id/123857966,, Mendocino Woodlands Outdoor Center,
78000753,Mission Beach Roller Coaster,2/27/1987,0,STRUCTURE,CALIFORNIA,San Diego,San Diego,3000 Mission Blvd.,https://catalog.archives.gov/id/123860925,, Mission Beach Roller Coaster National Historic Landmark;Belm,
71000173,Mission Inn,5/5/1977,0,BUILDING,CALIFORNIA,Riverside,Riverside,3649 7th St.,https://catalog.archives.gov/id/123860496,,,
71000191,Mission San Miguel Arcangel,3/30/2006,1,BUILDING,CALIFORNIA,San Luis Obispo,San Miguel,Address Restricted,,, Moye House,
99000630,Mission Santa Ines,1/20/1999,0,DISTRICT,CALIFORNIA,Santa Barbara,Solvang,"E side of Solvang, S of CA 246",,, CA-SBA-518,
72000244,Modjeska House,12/14/1990,0,BUILDING,CALIFORNIA,Orange,Modjeska,Modjeska Canyon Rd.,https://catalog.archives.gov/id/123860280,, Forest of Arden,
70000137,Monterey Old Town Historic District,4/15/1970,0,DISTRICT,CALIFORNIA,Monterey,Monterey,Boundary undetermined at this time,https://catalog.archives.gov/id/123857976,, See Also:Larkin House,
100000831,"Neutra, Richard and Dion, VDL Research Houses and Studio",12/23/2016,0,building,CALIFORNIA,Los Angeles,Los Angeles,2300 Silver Lake Blvd. and 2351 Edgewater Terrace,,,,
66000236,New Almaden,7/4/1961,0,DISTRICT,CALIFORNIA,Santa Clara,San Jose,14 mi. S of San Jose on CR G8,https://catalog.archives.gov/id/123857895,, New Almaden Historic District,
71000171,"Nixon, Richard, Birthplace",5/31/1973,0,BUILDING,CALIFORNIA,Orange,Yorba Linda,18061 Yorba Linda Blvd.,https://catalog.archives.gov/id/123860288,,,
66000235,"Norris, Frank, Cabin",12/29/1962,0,BUILDING,CALIFORNIA,Santa Clara,Gilroy,10 mi. W of Gilroy off CA 152,https://catalog.archives.gov/id/123858103,, Redwood Retreat,
11000576,Nuestra Senora Reina de la Paz,10/8/2012,0,DISTRICT,CALIFORNIA,Kern,Keene,29700 Woodford-Tehachapi Rd.,https://catalog.archives.gov/id/123858865,," National Chavez Center at Nuestra Senora Reina de La Paz; National Headquarters, United Farm Workers of America",
66000222,Oak Grove Butterfield Stage Station,11/5/1961,0,BUILDING,CALIFORNIA,San Diego,Oak Grove,13 mi. NW of Warner Springs on CA 79,https://catalog.archives.gov/id/123858030,,,
66000225,Old Mission Dam,5/21/1963,0,STRUCTURE,CALIFORNIA,San Diego,San Diego,N side of Mission St.-Gorge Rd.,https://catalog.archives.gov/id/123858032,, Padre Dam,
66000219,Old Sacramento Historic District,1/12/1965,0,DISTRICT,CALIFORNIA,Sacramento,Sacramento,"Jcts. of U.S. 40, 50, 99, and CA 16 and 24",https://catalog.archives.gov/id/123858000,, See Also:Pony Express Terminal,
66000231,Old U.S. Mint,7/4/1961,0,BUILDING,CALIFORNIA,San Francisco,San Francisco,5th and Mission Sts.,https://catalog.archives.gov/id/123858066, DEPARTMENT OF THE TREASURY,,
100000836,Our Lady of Guadalupe Mission Chapel (1953-1960),12/23/2016,0,,CALIFORNIA,Santa Clara,San Jose,2020 East San Antonio St.,,,,
73000395,Paramount Theatre,5/5/1977,0,BUILDING,CALIFORNIA,Alameda,Oakland,2025 Broadway,https://catalog.archives.gov/id/123858314,,,
